kfold_id,emb_dim,batch_size,num_hidden,num_dense,dropout,epoch,cosine_proximity_mean,loss_mean,time_passed_mean,val_cosine_proximity_mean,val_loss_mean,cosine_proximity_std,loss_std,time_passed_std,val_cosine_proximity_std,val_loss_std,best_val_loss_mean,best_val_cosine_proximity_mean
10291,50,32,3,100,0.3,0,0.0017585107541824448,2.780578107363425,0.5702184200286865,0.1536603540417567,2.354723561891569,0.012147604756262038,0.03216060715422599,0.033912713311325574,0.12319888459477357,0.018558264036333913,False,False
10291,50,32,3,100,0.3,1,0.04816221538295577,2.1747382171604537,0.057349872589111325,0.12873320194103632,1.9073709233791365,0.023366978784304424,0.019886378263745494,0.0009781244670628991,0.12726226749248995,0.03080580292833189,False,False
10291,50,32,3,100,0.3,2,0.0335938076313387,1.7508581718874492,0.05633845329284668,0.10421916492063779,1.5508705449262448,0.05556943017401459,0.029922033724446732,0.00043866895411778627,0.138819749659795,0.03885765555503117,False,False
10291,50,32,3,100,0.3,3,0.05121542405138775,1.4219886461204347,0.05746879577636719,0.16611724546176154,1.2672969915150067,0.03125456125564799,0.039117468556540635,0.00063563387187646,0.1140594702586707,0.04488558070078298,False,False
10291,50,32,3,100,0.3,4,0.06260389628383214,1.1624855305172925,0.05657186508178711,0.168766852512611,1.0442901167655887,0.016417977665237036,0.04064311953062223,0.0009059004456436086,0.07422024607274202,0.04649419257733964,False,False
10291,50,32,3,100,0.3,5,0.08796472580205726,0.9618713487589353,0.05729413032531738,0.1630161921990988,0.8687609925856721,0.03690090916333357,0.04174123881868325,0.0014248243273216983,0.04950234240892153,0.04661103909195533,False,False
10291,50,32,3,100,0.3,6,0.09939363362524448,0.8010003964732373,0.05664324760437012,0.19768497200467375,0.7291989386579045,0.013485281971231748,0.042118537496622276,0.0015375494845597637,0.03418937165882198,0.04535926052258708,False,False
10291,50,32,3,100,0.3,7,0.10869447449440314,0.6764609033819478,0.05680093765258789,0.20452806313151067,0.6179073664348343,0.04577040518510235,0.04085346072235011,0.001218522716396286,0.05209890814220438,0.04347743953731772,False,False
10291,50,32,3,100,0.3,8,0.13152979550793817,0.5750160558323565,0.05671606063842773,0.1701335293108121,0.5293411815034512,0.03438477711753188,0.0373654227368517,0.0014466449370845586,0.031939241975363915,0.03975235786013624,False,False
10291,50,32,3,100,0.3,9,0.1431903512967017,0.4955238137523084,0.05682339668273926,0.20265180469460847,0.4580191591674379,0.015410457783366497,0.03480928305996959,0.001664573002402576,0.06480160762986718,0.03767198164328395,False,False
10291,50,32,3,100,0.3,10,0.15542806960253314,0.4304176459446799,0.0570220947265625,0.22172649871690092,0.4007613710763981,0.024960273496431453,0.031100334153110223,0.0009964575235021308,0.08278269489998127,0.03440885518944814,False,False
10291,50,32,3,100,0.3,11,0.1515212448278039,0.3787682087267973,0.05626840591430664,0.19099792154789869,0.35410434399807966,0.023234432224461532,0.027858239678559913,0.001109354928445377,0.04625088112660378,0.030949697341737945,False,False
10291,50,32,3,100,0.3,12,0.16906989568226288,0.33704941353144297,0.057573127746582034,0.21999423250123393,0.31734395491949474,0.05639225998225356,0.025365588995486455,0.0008652469640844418,0.08049642417707051,0.02821414156125235,False,False
