kfold_id,emb_dim,batch_size,num_hidden,num_dense,dropout,epoch,cosine_proximity_mean,loss_mean,time_passed_mean,val_cosine_proximity_mean,val_loss_mean,cosine_proximity_std,loss_std,time_passed_std,val_cosine_proximity_std,val_loss_std,best_val_loss_mean,best_val_cosine_proximity_mean
10291,50,32,3,100,0.3,0,0.004413129853934201,2.749945469168615,0.5632564067840576,0.06440591980437241,2.33488654431744,0.01381315607370467,0.022077870665093625,0.03780038829990869,0.14754601558094502,0.020068904985316022,False,False
10291,50,32,3,100,0.3,1,0.024907427679061567,2.1670593008344543,0.05718650817871094,0.1366405357446505,1.9053050229892512,0.03605953199727556,0.022268491632796546,0.0020034325728593544,0.06208731168187404,0.032736670949889184,False,False
10291,50,32,3,100,0.3,2,0.04204197293960717,1.7525341208544951,0.05646224021911621,0.12019773764725947,1.5585663741193818,0.02290879582217926,0.03354245240436822,0.0018769921847483699,0.11994199397931306,0.04179389510605282,False,False
10291,50,32,3,100,0.3,3,0.05728847482734106,1.4333714351344078,0.055874204635620116,0.16165791487511866,1.2815218183983017,0.025232785748671355,0.04151596697441334,0.0011168342356094813,0.05383833660062007,0.046913211166652855,False,False
10291,50,32,3,100,0.3,4,0.07485037893788986,1.1801071880275065,0.05627851486206055,0.1980362611302479,1.060070223899679,0.02728277895820233,0.04246794456770633,0.0009132047431984803,0.04493240326799746,0.049300189944522364,False,False
10291,50,32,3,100,0.3,5,0.07745701848351809,0.9781339881228748,0.05623040199279785,0.1769676446665084,0.8841914993358785,0.03451181683442992,0.04368871366352432,0.001057966824537137,0.04344485597705578,0.04921519771580327,False,False
10291,50,32,3,100,0.3,6,0.11479101413082674,0.8167870594835384,0.05493474006652832,0.18574342360784704,0.7439053047130335,0.03849131702374423,0.04349616215560865,0.0009743567471139693,0.027454203966651675,0.04754456566513815,False,False
10291,50,32,3,100,0.3,7,0.11516652572594392,0.6905102392719333,0.056532669067382815,0.1995462980903518,0.632136956451129,0.023564126091139916,0.04194923047484044,0.0011148168422142066,0.028125723253552667,0.04519779946749778,False,False
10291,50,32,3,100,0.3,8,0.13659465594860895,0.5888452558975296,0.05644216537475586,0.2047189048298927,0.5422093453938457,0.021341492108015853,0.03849138140088352,0.0012470701901029161,0.03154971469410611,0.041734996868194145,False,False
10291,50,32,3,100,0.3,9,0.11954225234625951,0.5087230410883488,0.05562744140625,0.21169066491806507,0.469583484846204,0.028118499902304635,0.03555577437225143,0.0013576239382491098,0.04299812520414108,0.03867646815535873,False,False
10291,50,32,3,100,0.3,10,0.13486887036849285,0.44214289158613085,0.05602984428405762,0.21703392395245155,0.4113262586069831,0.011481828179284179,0.02996376810649205,0.0013765387989564616,0.07259669201850659,0.03487719129889247,False,False
10291,50,32,3,100,0.3,11,0.1480179416893677,0.38813046401663576,0.05608267784118652,0.1890085141052233,0.3635931837532187,0.020351472664314967,0.028386004830998905,0.0009500644939967537,0.03306594514711533,0.031689637782071664,False,False
10291,50,32,3,100,0.3,12,0.14847363538641967,0.34547231858348,0.05568318367004395,0.20127622929213002,0.325279755425924,0.036378459195435996,0.024255626043348372,0.001146722325942103,0.03854395601794543,0.028744121795670763,False,False
10291,50,32,3,100,0.3,13,0.16775155116331114,0.30993064997884556,0.056117820739746097,0.19251728545705432,0.29373848363358646,0.039220260248929675,0.022403606856263095,0.0021606845059285837,0.039680056725843044,0.026039072424056425,False,False
10291,50,32,3,100,0.3,14,0.17206171752656224,0.2811680653809526,0.05591506958007812,0.1858500395054073,0.2683257449066703,0.010220253397324157,0.018889745581970763,0.0010121461538647098,0.025834782472027085,0.022659270564344337,False,False
10291,50,32,3,100,0.3,15,0.1698653662991996,0.25906466973256675,0.0560760498046875,0.20311357137305158,0.24745304126956755,0.03315935393573328,0.016271629930986662,0.0011847890262205985,0.0426753408095065,0.021318814118608365,False,False
10291,50,32,3,100,0.3,16,0.16508582979374556,0.2395634637290441,0.05547833442687988,0.1979533230537408,0.2306068992536623,0.021927569215577758,0.013668767992480124,0.0008498815930273255,0.03647322606478212,0.019239763682443026,False,False
10291,50,32,3,100,0.3,17,0.15369042359287272,0.22502825532641663,0.05596194267272949,0.18046500796627946,0.2170685938937756,0.028152673183475068,0.012028366993841315,0.0010192102935598568,0.012532663573379201,0.01670803849040115,False,False
10291,50,32,3,100,0.3,18,0.18162304405188728,0.21231947529322232,0.056442642211914064,0.2208655833755942,0.20571751386830228,0.03605630602571029,0.009511625933589918,0.0008744923988899058,0.0632383578504327,0.015413981645271519,False,False
10291,50,32,3,100,0.3,19,0.1852061898187555,0.2018625425727157,0.05554342269897461,0.17777129287412402,0.19729967409281288,0.013086290186423885,0.008566825056571095,0.0005776816490530451,0.11335604003359419,0.013140793361256644,False,False
10291,50,32,3,100,0.3,20,0.21191693744292422,0.19211415642938093,0.05547657012939453,0.2464425708574355,0.18849742908717798,0.029195601176909718,0.007878654916677653,0.0005061512333522284,0.07312907038074713,0.013212483694703667,False,False
10291,50,32,3,100,0.3,21,0.1939043640205377,0.1861092608349663,0.0563509464263916,0.17509338015809012,0.18297656963268988,0.03827196148764418,0.005928320118356075,0.0009299312899713487,0.05225480474710529,0.012511516797179465,False,False
10291,50,32,3,100,0.3,22,0.20365828129184158,0.18026402723821672,0.05574464797973633,0.23964933186685058,0.17708598462853206,0.030910806106214318,0.006668041574892405,0.0015054797462893859,0.07222753857216811,0.011949303883913989,False,False
10291,50,32,3,100,0.3,23,0.24173037302064673,0.17404130737916146,0.05595855712890625,0.2499925253020153,0.1721719764409857,0.050499958830761825,0.005490920215584687,0.0009849517539060773,0.0769499378430202,0.011399802396924496,False,False
10291,50,32,3,100,0.3,24,0.22102625722737787,0.1710688513866785,0.05616402626037598,0.24368774588353798,0.1694046112257189,0.035935825745572754,0.00566465327185449,0.0016798334812720625,0.035289874773792224,0.010811646258416734,False,False
